mirna	target_gene	mirna_gene_id	target_gene_id	mirna_chr	target_gene_chr
MIR18A	NAA16	ENSG00000283815	ENSG00000172766	chr13	chr13
NA	NAA16	NA	ENSG00000172766	NA	chr13
MIR16	AKAP11	ENSG00000198987	ENSG00000023516	chr3	chr13
MIR16	AKAP11	ENSG00000208006	ENSG00000023516	chr13	chr13
NA	AKAP11	NA	ENSG00000023516	NA	chr13
MIR194	AKAP11	ENSG00000207624	ENSG00000023516	chr1	chr13
MIR194	AKAP11	ENSG00000229719	ENSG00000023516	chr11	chr13
MIR194	AKAP11	ENSG00000284155	ENSG00000023516	chr11	chr13
MIR17	AKAP11	ENSG00000284536	ENSG00000023516	chr13	chr13
MIRLET7G	AKAP11	ENSG00000199150	ENSG00000023516	chr3	chr13
MIR100	TSC22D1	ENSG00000207994	ENSG00000102804	chr11	chr13
MIR100	TSC22D1	ENSG00000207994	ENSG00000278156	chr11	chr13
NA	TSC22D1	NA	ENSG00000102804	NA	chr13
NA	TSC22D1	NA	ENSG00000278156	NA	chr13
MIR192	TSC22D1	ENSG00000283926	ENSG00000102804	chr11	chr13
MIR192	TSC22D1	ENSG00000283926	ENSG00000278156	chr11	chr13
MIR421	TSC22D1	ENSG00000202566	ENSG00000102804	chrX	chr13
MIR421	TSC22D1	ENSG00000202566	ENSG00000278156	chrX	chr13
MIR374B	TPT1	ENSG00000212027	ENSG00000133112	chrX	chr13
MIR374B	TPT1	ENSG00000212027	ENSG00000170919	chrX	chr13
MIRLET7B	TPT1	ENSG00000284520	ENSG00000133112	chr22	chr13
MIRLET7B	TPT1	ENSG00000284520	ENSG00000170919	chr22	chr13
NA	TPT1	NA	ENSG00000133112	NA	chr13
NA	TPT1	NA	ENSG00000170919	NA	chr13
MIR92A	TPT1	NA	ENSG00000133112	NA	chr13
MIR92A	TPT1	NA	ENSG00000170919	NA	chr13
MIR128	TPT1	ENSG00000207654	ENSG00000133112	chr2	chr13
MIR128	TPT1	ENSG00000207654	ENSG00000170919	chr2	chr13
MIR128	TPT1	ENSG00000207625	ENSG00000133112	chr3	chr13
MIR128	TPT1	ENSG00000207625	ENSG00000170919	chr3	chr13
MIR29B	TPT1	NA	ENSG00000133112	NA	chr13
MIR29B	TPT1	NA	ENSG00000170919	NA	chr13
MIR3200	TPT1	ENSG00000264661	ENSG00000133112	chr22	chr13
MIR3200	TPT1	ENSG00000264661	ENSG00000170919	chr22	chr13
NA	LCP1	NA	ENSG00000136167	NA	chr13
MIR92A	LCP1	NA	ENSG00000136167	NA	chr13
MIR17	RNU2-6P	ENSG00000284536	NA	chr13	NA
NA	RNU2-6P	NA	NA	NA	NA
MIR17	LRCH1	ENSG00000284536	ENSG00000136141	chr13	chr13
NA	LRCH1	NA	ENSG00000136141	NA	chr13
MIR193B	ESD	ENSG00000207639	ENSG00000139684	chr16	chr13
MIR324	ESD	ENSG00000199053	ENSG00000139684	chr17	chr13
MIR17	LINC00562	ENSG00000284536	ENSG00000260388	chr13	chr13
MIR106B	LINC00562	ENSG00000208036	ENSG00000260388	chr7	chr13
NA	MED4	NA	ENSG00000136146	NA	chr13
NA	MED4	NA	ENSG00000229111	NA	chr13
MIR19A	MED4	ENSG00000284204	ENSG00000136146	chr13	chr13
MIR19A	MED4	ENSG00000284204	ENSG00000229111	chr13	chr13
MIR17	MED4	ENSG00000284536	ENSG00000136146	chr13	chr13
MIR17	MED4	ENSG00000284536	ENSG00000229111	chr13	chr13
MIR320A	MED4	ENSG00000208037	ENSG00000136146	chr8	chr13
MIR320A	MED4	ENSG00000208037	ENSG00000229111	chr8	chr13
MIR320B	ITM2B	NA	ENSG00000136156	NA	chr13
MIR320A	ITM2B	ENSG00000208037	ENSG00000136156	chr8	chr13
NA	ITM2B	NA	ENSG00000136156	NA	chr13
MIR186	ITM2B	ENSG00000207721	ENSG00000136156	chr1	chr13
MIR99A	ITM2B	ENSG00000207638	ENSG00000136156	chr21	chr13
MIR100	ITM2B	ENSG00000207994	ENSG00000136156	chr11	chr13
NA	LINC00441	NA	NA	NA	NA
MIR1269A	ITM2B	ENSG00000221563	ENSG00000136156	chr4	chr13
MIR1269A	LINC00441	ENSG00000221563	NA	chr4	NA
MIR222	RB1	ENSG00000207725	ENSG00000231473	chrX	chr13
MIR222	RB1	ENSG00000207725	ENSG00000139687	chrX	chr13
NA	RB1	NA	ENSG00000231473	NA	chr13
NA	RB1	NA	ENSG00000139687	NA	chr13
MIR99A	RB1	ENSG00000207638	ENSG00000231473	chr21	chr13
MIR99A	RB1	ENSG00000207638	ENSG00000139687	chr21	chr13
MIR100	RB1	ENSG00000207994	ENSG00000231473	chr11	chr13
MIR100	RB1	ENSG00000207994	ENSG00000139687	chr11	chr13
NA	FNDC3A	NA	ENSG00000102531	NA	chr13
MIRLET7A	FNDC3A	NA	ENSG00000102531	NA	chr13
MIR328	RCBTB1	ENSG00000207948	ENSG00000136144	chr16	chr13
NA	RCBTB1	NA	ENSG00000136144	NA	chr13
MIR26A	KPNA3	NA	ENSG00000102753	NA	chr13
NA	KPNA3	NA	ENSG00000102753	NA	chr13
MIR103A	DLEU2	NA	ENSG00000231607	NA	chr13
NA	DLEU2	NA	ENSG00000231607	NA	chr13
MIR194	AL138696.1	ENSG00000207624	NA	chr1	NA
MIR194	AL138696.1	ENSG00000229719	NA	chr11	NA
MIR194	AL138696.1	ENSG00000284155	NA	chr11	NA
MIR194	RP11-175B12.2	ENSG00000207624	NA	chr1	NA
MIR194	RP11-175B12.2	ENSG00000229719	NA	chr11	NA
MIR194	RP11-175B12.2	ENSG00000284155	NA	chr11	NA
MIR186	AL138696.1	ENSG00000207721	NA	chr1	NA
MIR186	RP11-175B12.2	ENSG00000207721	NA	chr1	NA
MIR191	DLEU7	ENSG00000207605	ENSG00000186047	chr3	chr13
MIR191	RP11-175B12.2	ENSG00000207605	NA	chr3	NA
MIR221	DLEU7	ENSG00000207870	ENSG00000186047	chrX	chr13
MIR221	RP11-175B12.2	ENSG00000207870	NA	chrX	NA
MIR93	RNASEH2B	ENSG00000207757	ENSG00000233672	chr7	chr13
MIR93	RNASEH2B	ENSG00000207757	ENSG00000136104	chr7	chr13
NA	RNASEH2B	NA	ENSG00000233672	NA	chr13
NA	RNASEH2B	NA	ENSG00000136104	NA	chr13
MIR30C	WDFY2	NA	ENSG00000139668	NA	chr13
NA	WDFY2	NA	ENSG00000139668	NA	chr13
MIR20A	ATP7B	ENSG00000283762	ENSG00000123191	chr13	chr13
MIR20A	CCDC70	ENSG00000283762	ENSG00000123171	chr13	chr13
MIR17	ATP7B	ENSG00000284536	ENSG00000123191	chr13	chr13
MIR17	CCDC70	ENSG00000284536	ENSG00000123171	chr13	chr13
NA	ATP7B	NA	ENSG00000123191	NA	chr13
NA	CCDC70	NA	ENSG00000123171	NA	chr13
MIR27A	ATP7B	ENSG00000207808	ENSG00000123191	chr19	chr13
MIR27B	ATP7B	ENSG00000207864	ENSG00000123191	chr9	chr13
MIR3176	UTP14C	ENSG00000266235	ENSG00000253797	chr16	chr13
MIR320A	UTP14C	ENSG00000208037	ENSG00000253797	chr8	chr13
MIR320E	UTP14C	ENSG00000211513	ENSG00000253797	chr19	chr13
NA	UTP14C	NA	ENSG00000253797	NA	chr13
NA	CKAP2	NA	ENSG00000136108	NA	chr13
MIRLET7B	CKAP2	ENSG00000284520	ENSG00000136108	chr22	chr13
MIR106A	CKAP2	ENSG00000284157	ENSG00000136108	chrX	chr13
MIR130A	SUGT1	ENSG00000208009	ENSG00000273723	chr11	chr13
MIR130A	SUGT1	ENSG00000208009	ENSG00000165416	chr11	chr13
NA	SUGT1	NA	ENSG00000273723	NA	chr13
NA	SUGT1	NA	ENSG00000165416	NA	chr13
MIR320E	MIR5007	ENSG00000211513	ENSG00000264387	chr19	chr13
MIR320E	snoU13	ENSG00000211513	NA	chr19	NA
MIR320A	MIR5007	ENSG00000208037	ENSG00000264387	chr8	chr13
MIR320A	snoU13	ENSG00000208037	NA	chr8	NA
MIR19A	MIR5007	ENSG00000284204	ENSG00000264387	chr13	chr13
MIR146A	MIR5007	ENSG00000283733	ENSG00000264387	chr5	chr13
MIR146A	snoU13	ENSG00000283733	NA	chr5	NA
NA	DIS3	NA	ENSG00000083520	NA	chr13
MIR30C	DIS3	NA	ENSG00000083520	NA	chr13
MIR23A	PIBF1	ENSG00000207980	ENSG00000083535	chr19	chr13
NA	PIBF1	NA	ENSG00000083535	NA	chr13
MIR188	KLF5	ENSG00000207768	ENSG00000102554	chrX	chr13
NA	KLF5	NA	ENSG00000102554	NA	chr13
MIR17	KLF12	ENSG00000284536	ENSG00000118922	chr13	chr13
NA	KLF12	NA	ENSG00000118922	NA	chr13
MIR17	TBC1D4	ENSG00000284536	ENSG00000136111	chr13	chr13
MIR20A	TBC1D4	ENSG00000283762	ENSG00000136111	chr13	chr13
MIR26B	LMO7	ENSG00000199121	ENSG00000261105	chr2	chr13
MIR26B	LMO7	ENSG00000199121	ENSG00000136153	chr2	chr13
NA	LMO7	NA	ENSG00000261105	NA	chr13
NA	LMO7	NA	ENSG00000136153	NA	chr13
MIR186	KCTD12	ENSG00000207721	ENSG00000178695	chr1	chr13
NA	KCTD12	NA	ENSG00000178695	NA	chr13
MIR30D	KCTD12	ENSG00000199153	ENSG00000178695	chr8	chr13
MIR101	FBXL3	ENSG00000199135	ENSG00000005812	chr1	chr13
MIR101	FBXL3	ENSG00000199065	ENSG00000005812	chr9	chr13
NA	FBXL3	NA	ENSG00000005812	NA	chr13
MIR18A	FBXL3	ENSG00000283815	ENSG00000005812	chr13	chr13
MIR17	RBM26	ENSG00000284536	ENSG00000139746	chr13	chr13
MIR17	RBM26	ENSG00000284536	ENSG00000227354	chr13	chr13
NA	RBM26	NA	ENSG00000139746	NA	chr13
NA	RBM26	NA	ENSG00000227354	NA	chr13
MIR194	RBM26	ENSG00000207624	ENSG00000139746	chr1	chr13
MIR194	RBM26	ENSG00000207624	ENSG00000227354	chr1	chr13
MIR194	RBM26	ENSG00000229719	ENSG00000139746	chr11	chr13
MIR194	RBM26	ENSG00000229719	ENSG00000227354	chr11	chr13
MIR194	RBM26	ENSG00000284155	ENSG00000139746	chr11	chr13
MIR194	RBM26	ENSG00000284155	ENSG00000227354	chr11	chr13
MIR19A	RBM26	ENSG00000284204	ENSG00000139746	chr13	chr13
MIR19A	RBM26	ENSG00000284204	ENSG00000227354	chr13	chr13
MIR760	NDFIP2	ENSG00000211575	ENSG00000232132	chr1	chr13
MIR760	NDFIP2	ENSG00000211575	ENSG00000102471	chr1	chr13
MIR1914	NDFIP2	ENSG00000284433	ENSG00000232132	chr20	chr13
MIR1914	NDFIP2	ENSG00000284433	ENSG00000102471	chr20	chr13
MIR378A	NDFIP2	ENSG00000199047	ENSG00000232132	chr5	chr13
MIR378A	NDFIP2	ENSG00000199047	ENSG00000102471	chr5	chr13
NA	NDFIP2	NA	ENSG00000232132	NA	chr13
NA	NDFIP2	NA	ENSG00000102471	NA	chr13
MIR19A	AL354806.1	ENSG00000284204	NA	chr13	NA
MIR19A	RP11-521J24.1	ENSG00000284204	NA	chr13	NA
NA	AL354806.1	NA	NA	NA	NA
NA	RP11-521J24.1	NA	NA	NA	NA
MIR18A	RP11-452B18.2	ENSG00000283815	NA	chr13	NA
MIR17	RP11-452B18.2	ENSG00000284536	NA	chr13	NA
MIR454	RP11-452B18.2	ENSG00000211514	NA	chr17	NA
MIR548C	PTMAP5	ENSG00000207546	ENSG00000214182	chr12	chr13
MIR548C	RP11-452B18.2	ENSG00000207546	NA	chr12	NA
MIR19A	PTMAP5	ENSG00000284204	ENSG00000214182	chr13	chr13
MIR19A	RP11-452B18.2	ENSG00000284204	NA	chr13	NA
MIR93	PTMAP5	ENSG00000207757	ENSG00000214182	chr7	chr13
MIR93	RP11-452B18.2	ENSG00000207757	NA	chr7	NA
MIR17	PTMAP5	ENSG00000284536	ENSG00000214182	chr13	chr13
MIR20A	PTMAP5	ENSG00000283762	ENSG00000214182	chr13	chr13
MIR20A	RP11-452B18.2	ENSG00000283762	NA	chr13	NA
MIR33A	PTMAP5	ENSG00000207932	ENSG00000214182	chr22	chr13
MIR33A	RP11-452B18.2	ENSG00000207932	NA	chr22	NA
MIR33B	PTMAP5	ENSG00000207839	ENSG00000214182	chr17	chr13
MIR33B	RP11-452B18.2	ENSG00000207839	NA	chr17	NA
MIR17	RNU6-67P	ENSG00000284536	NA	chr13	NA
NA	PTMAP5	NA	ENSG00000214182	NA	chr13
NA	RNU6-67P	NA	NA	NA	NA
MIR186	LINC00351	ENSG00000207721	ENSG00000226317	chr1	chr13
MIR194	LINC00351	ENSG00000207624	ENSG00000226317	chr1	chr13
MIR194	LINC00351	ENSG00000229719	ENSG00000226317	chr11	chr13
MIR194	LINC00351	ENSG00000284155	ENSG00000226317	chr11	chr13
MIR26A	LINC00560	NA	ENSG00000261666	NA	chr13
MIR26A	LINC01047	NA	ENSG00000232225	NA	chr13
MIR186	LINC00560	ENSG00000207721	ENSG00000261666	chr1	chr13
MIR186	LINC01047	ENSG00000207721	ENSG00000232225	chr1	chr13
MIR182	GPR180	ENSG00000207990	ENSG00000152749	chr7	chr13
NA	GPR180	NA	ENSG00000152749	NA	chr13
MIR130A	ABCC4	ENSG00000208009	ENSG00000125257	chr11	chr13
NA	ABCC4	NA	ENSG00000125257	NA	chr13
MIR320E	DNAJC3	ENSG00000211513	ENSG00000247400	chr19	chr13
MIR320E	DNAJC3	ENSG00000211513	ENSG00000102580	chr19	chr13
MIR320A	DNAJC3	ENSG00000208037	ENSG00000247400	chr8	chr13
MIR320A	DNAJC3	ENSG00000208037	ENSG00000102580	chr8	chr13
NA	RAP2A	NA	ENSG00000125249	NA	chr13
MIR34A	RAP2A	ENSG00000284357	ENSG00000125249	chr1	chr13
MIR484	IPO5	ENSG00000283736	ENSG00000065150	chr16	chr13
MIR92A	IPO5	NA	ENSG00000065150	NA	chr13
MIR1296	IPO5	ENSG00000221063	ENSG00000065150	chr10	chr13
MIR877	IPO5	ENSG00000216101	ENSG00000065150	chr6	chr13
MIR320A	ZIC2	ENSG00000208037	ENSG00000043355	chr8	chr13
NA	ZIC2	NA	ENSG00000043355	NA	chr13
MIR93	ZIC2	ENSG00000207757	ENSG00000043355	chr7	chr13
MIR27A	ARGLU1	ENSG00000207808	ENSG00000134884	chr19	chr13
MIR193B	ARGLU1	ENSG00000207639	ENSG00000134884	chr16	chr13
MIRLET7E	IRS2	ENSG00000198972	ENSG00000185950	chr19	chr13
MIRLET7B	IRS2	ENSG00000284520	ENSG00000185950	chr22	chr13
NA	IRS2	NA	ENSG00000185950	NA	chr13
MIR99A	COL4A1	ENSG00000207638	ENSG00000187498	chr21	chr13
MIR100	COL4A1	ENSG00000207994	ENSG00000187498	chr11	chr13
NA	COL4A1	NA	ENSG00000187498	NA	chr13
MIR320D	ARHGEF7	NA	ENSG00000235875	NA	chr13
MIR320D	ARHGEF7	NA	ENSG00000102606	NA	chr13
MIR320D	ARHGEF7	NA	ENSG00000233644	NA	chr13
MIR320D	ARHGEF7	NA	ENSG00000227352	NA	chr13
MIR320C	ARHGEF7	NA	ENSG00000235875	NA	chr13
MIR320C	ARHGEF7	NA	ENSG00000102606	NA	chr13
MIR320C	ARHGEF7	NA	ENSG00000233644	NA	chr13
MIR320C	ARHGEF7	NA	ENSG00000227352	NA	chr13
MIR320A	ARHGEF7	ENSG00000208037	ENSG00000235875	chr8	chr13
MIR320A	ARHGEF7	ENSG00000208037	ENSG00000102606	chr8	chr13
MIR320A	ARHGEF7	ENSG00000208037	ENSG00000233644	chr8	chr13
MIR320A	ARHGEF7	ENSG00000208037	ENSG00000227352	chr8	chr13
NA	ARHGEF7	NA	ENSG00000235875	NA	chr13
NA	ARHGEF7	NA	ENSG00000102606	NA	chr13
NA	ARHGEF7	NA	ENSG00000233644	NA	chr13
NA	ARHGEF7	NA	ENSG00000227352	NA	chr13
MIR20A	ARHGEF7	ENSG00000283762	ENSG00000235875	chr13	chr13
MIR20A	ARHGEF7	ENSG00000283762	ENSG00000102606	chr13	chr13
MIR20A	ARHGEF7	ENSG00000283762	ENSG00000233644	chr13	chr13
MIR20A	ARHGEF7	ENSG00000283762	ENSG00000227352	chr13	chr13
MIR130A	ARHGEF7	ENSG00000208009	ENSG00000235875	chr11	chr13
MIR130A	ARHGEF7	ENSG00000208009	ENSG00000102606	chr11	chr13
MIR130A	ARHGEF7	ENSG00000208009	ENSG00000233644	chr11	chr13
MIR130A	ARHGEF7	ENSG00000208009	ENSG00000227352	chr11	chr13
MIR17	ARHGEF7	ENSG00000284536	ENSG00000235875	chr13	chr13
MIR17	ARHGEF7	ENSG00000284536	ENSG00000102606	chr13	chr13
MIR17	ARHGEF7	ENSG00000284536	ENSG00000233644	chr13	chr13
MIR17	ARHGEF7	ENSG00000284536	ENSG00000227352	chr13	chr13
MIR92A	TUBGCP3	NA	ENSG00000126216	NA	chr13
NA	TUBGCP3	NA	ENSG00000126216	NA	chr13
MIRLET7B	TUBGCP3	ENSG00000284520	ENSG00000126216	chr22	chr13
MIR92A	ATP11A	NA	ENSG00000068650	NA	chr13
MIR92A	ATP11A	NA	ENSG00000232684	NA	chr13
MIR197	ATP11A	ENSG00000284443	ENSG00000068650	chr1	chr13
MIR197	ATP11A	ENSG00000284443	ENSG00000232684	chr1	chr13
MIR15B	ATP11A	ENSG00000207779	ENSG00000068650	chr3	chr13
MIR15B	ATP11A	ENSG00000207779	ENSG00000232684	chr3	chr13
NA	ATP11A	NA	ENSG00000068650	NA	chr13
NA	ATP11A	NA	ENSG00000232684	NA	chr13
MIR130A	ATP11A	ENSG00000208009	ENSG00000068650	chr11	chr13
MIR130A	ATP11A	ENSG00000208009	ENSG00000232684	chr11	chr13
NA	CUL4A	NA	ENSG00000139842	NA	chr13
MIR18A	CUL4A	ENSG00000283815	ENSG00000139842	chr13	chr13
MIR378A	LAMP1	ENSG00000199047	ENSG00000185896	chr5	chr13
NA	LAMP1	NA	ENSG00000185896	NA	chr13
MIR615	LAMP1	ENSG00000207571	ENSG00000185896	chr12	chr13
MIR25	TMCO3	ENSG00000207547	ENSG00000150403	chr7	chr13
NA	TMCO3	NA	ENSG00000150403	NA	chr13
MIR484	UPF3A	ENSG00000283736	ENSG00000169062	chr16	chr13
NA	UPF3A	NA	ENSG00000169062	NA	chr13
MIR193B	RPPH1	ENSG00000207639	ENSG00000252350	chr16	chr4
MIR193B	RPPH1	ENSG00000207639	ENSG00000277209	chr16	chr14
MIR193B	RPPH1	ENSG00000207639	ENSG00000252497	chr16	chr14
NA	RPPH1	NA	ENSG00000252350	NA	chr4
NA	RPPH1	NA	ENSG00000277209	NA	chr14
NA	RPPH1	NA	ENSG00000252497	NA	chr14
NA	RNA5SP382	NA	ENSG00000200225	NA	chr14
MIR103A	RNA5SP382	NA	ENSG00000200225	NA	chr14
MIR185	APEX1	ENSG00000208023	ENSG00000100823	chr22	chr14
NA	APEX1	NA	ENSG00000100823	NA	chr14
MIR17	APEX1	ENSG00000284536	ENSG00000100823	chr13	chr14
MIR100	APEX1	ENSG00000207994	ENSG00000100823	chr11	chr14
MIR100	TMEM55B	ENSG00000207994	NA	chr11	NA
MIR99A	APEX1	ENSG00000207638	ENSG00000100823	chr21	chr14
MIR99A	TMEM55B	ENSG00000207638	NA	chr21	NA
MIRLET7B	TMEM55B	ENSG00000284520	NA	chr22	NA
NA	TMEM55B	NA	NA	NA	NA
NA	RP11-203M5.8	NA	NA	NA	NA
MIR1296	RP11-203M5.8	ENSG00000221063	NA	chr10	NA
MIR103A	ARHGEF40	NA	ENSG00000165801	NA	chr14
NA	ARHGEF40	NA	ENSG00000165801	NA	chr14
NA	HNRNPC	NA	ENSG00000092199	NA	chr14
MIR505	HNRNPC	ENSG00000207633	ENSG00000092199	chrX	chr14
MIR744	HNRNPC	ENSG00000266297	ENSG00000092199	chr17	chr14
MIR30C	HNRNPC	NA	ENSG00000092199	NA	chr14
MIR484	HNRNPC	ENSG00000283736	ENSG00000092199	chr16	chr14
MIR615	HNRNPC	ENSG00000207571	ENSG00000092199	chr12	chr14
MIR455	HNRNPC	ENSG00000207726	ENSG00000092199	chr9	chr14
MIR23B	HNRNPC	ENSG00000207563	ENSG00000092199	chr9	chr14
MIR23A	HNRNPC	ENSG00000207980	ENSG00000092199	chr19	chr14
MIR188	HNRNPC	ENSG00000207768	ENSG00000092199	chrX	chr14
MIR17	HNRNPC	ENSG00000284536	ENSG00000092199	chr13	chr14
NA	SUPT16H	NA	ENSG00000092201	NA	chr14
MIR615	SUPT16H	ENSG00000207571	ENSG00000092201	chr12	chr14
MIRLET7B	SUPT16H	ENSG00000284520	ENSG00000092201	chr22	chr14
MIRLET7C	SUPT16H	ENSG00000199030	ENSG00000092201	chr21	chr14
MIR17	SUPT16H	ENSG00000284536	ENSG00000092201	chr13	chr14
MIR18A	SUPT16H	ENSG00000283815	ENSG00000092201	chr13	chr14
MIR196A	SUPT16H	NA	ENSG00000092201	NA	chr14
MIR339	SUPT16H	ENSG00000199023	ENSG00000092201	chr7	chr14
NA	CHD8	NA	ENSG00000100888	NA	chr14
MIR423	CHD8	ENSG00000283935	ENSG00000100888	chr17	chr14
MIR92A	METTL3	NA	ENSG00000165819	NA	chr14
MIR27A	METTL3	ENSG00000207808	ENSG00000165819	chr19	chr14
NA	METTL3	NA	ENSG00000165819	NA	chr14
MIR615	SALL2	ENSG00000207571	ENSG00000165821	chr12	chr14
MIR331	SALL2	ENSG00000199172	ENSG00000165821	chr12	chr14
MIR671	OXA1L	ENSG00000284191	ENSG00000155463	chr7	chr14
NA	OXA1L	NA	ENSG00000155463	NA	chr14
MIR301B	OXA1L	ENSG00000212102	ENSG00000155463	chr22	chr14
MIR100	OXA1L	ENSG00000207994	ENSG00000155463	chr11	chr14
NA	RBM23	NA	ENSG00000100461	NA	chr14
MIR93	RBM23	ENSG00000207757	ENSG00000100461	chr7	chr14
NA	PSMB5	NA	ENSG00000100804	NA	chr14
MIR30E	PSMB5	ENSG00000198974	ENSG00000100804	chr1	chr14
MIR21	PSMB5	ENSG00000284190	ENSG00000100804	chr17	chr14
MIR221	PSMB5	ENSG00000207870	ENSG00000100804	chrX	chr14
MIR423	PSMB5	ENSG00000283935	ENSG00000100804	chr17	chr14
MIR106B	ACIN1	ENSG00000208036	ENSG00000100813	chr7	chr14
MIR324	ACIN1	ENSG00000199053	ENSG00000100813	chr17	chr14
MIR17	ACIN1	ENSG00000284536	ENSG00000100813	chr13	chr14
MIR93	ACIN1	ENSG00000207757	ENSG00000100813	chr7	chr14
MIR122	ACIN1	ENSG00000284440	ENSG00000100813	chr18	chr14
NA	ACIN1	NA	ENSG00000100813	NA	chr14
NA	C14orf119	NA	ENSG00000179933	NA	chr14
MIR181B	C14orf119	NA	ENSG00000179933	NA	chr14
MIR92B	BCL2L2-PABPN1	ENSG00000284586	NA	chr1	NA
MIR92B	PABPN1	ENSG00000284586	ENSG00000100836	chr1	chr14
MIR122	BCL2L2-PABPN1	ENSG00000284440	NA	chr18	NA
MIR122	PABPN1	ENSG00000284440	ENSG00000100836	chr18	chr14
NA	PABPN1	NA	ENSG00000100836	NA	chr14
MIR615	PABPN1	ENSG00000207571	ENSG00000100836	chr12	chr14
MIR185	PABPN1	ENSG00000208023	ENSG00000100836	chr22	chr14
MIR320A	DCAF11	ENSG00000208037	ENSG00000100897	chr8	chr14
NA	DCAF11	NA	ENSG00000100897	NA	chr14
MIR331	PSME1	ENSG00000199172	ENSG00000092010	chr12	chr14
MIR324	PSME1	ENSG00000199053	ENSG00000092010	chr17	chr14
MIR421	PSME1	ENSG00000202566	ENSG00000092010	chrX	chr14
MIR186	PSME1	ENSG00000207721	ENSG00000092010	chr1	chr14
NA	PSME1	NA	ENSG00000092010	NA	chr14
MIR92A	IPO4	NA	ENSG00000196497	NA	chr14
NA	IPO4	NA	ENSG00000196497	NA	chr14
MIR744	CIDEB	ENSG00000266297	ENSG00000136305	chr17	chr14
NA	CIDEB	NA	ENSG00000136305	NA	chr14
MIR17	KHNYN	ENSG00000284536	ENSG00000100441	chr13	chr14
MIR92A	KHNYN	NA	ENSG00000100441	NA	chr14
MIR194	CTD-3006G17.2	ENSG00000207624	NA	chr1	NA
MIR194	CTD-3006G17.2	ENSG00000229719	NA	chr11	NA
MIR194	CTD-3006G17.2	ENSG00000284155	NA	chr11	NA
MIR19A	CTD-3006G17.2	ENSG00000284204	NA	chr13	NA
MIR17	CTD-2251F13.1	ENSG00000284536	NA	chr13	NA
MIR17	RP11-1103G16.1	ENSG00000284536	NA	chr13	NA
MIR20A	CTD-2251F13.1	ENSG00000283762	NA	chr13	NA
MIR20A	RP11-1103G16.1	ENSG00000283762	NA	chr13	NA
NA	G2E3	NA	ENSG00000257636	NA	chr14
NA	G2E3	NA	ENSG00000092140	NA	chr14
MIR186	G2E3	ENSG00000207721	ENSG00000257636	chr1	chr14
MIR186	G2E3	ENSG00000207721	ENSG00000092140	chr1	chr14
MIR130A	SCFD1	ENSG00000208009	ENSG00000092108	chr11	chr14
MIR93	SCFD1	ENSG00000207757	ENSG00000092108	chr7	chr14
MIR106B	SCFD1	ENSG00000208036	ENSG00000092108	chr7	chr14
NA	SCFD1	NA	ENSG00000092108	NA	chr14
MIR615	COCH	ENSG00000207571	ENSG00000100473	chr12	chr14
NA	COCH	NA	ENSG00000100473	NA	chr14
MIR192	COCH	ENSG00000283926	ENSG00000100473	chr11	chr14
NA	STRN3	NA	ENSG00000196792	NA	chr14
MIR18A	STRN3	ENSG00000283815	ENSG00000196792	chr13	chr14
MIR19A	STRN3	ENSG00000284204	ENSG00000196792	chr13	chr14
MIR30C	STRN3	NA	ENSG00000196792	NA	chr14
MIR19B	STRN3	NA	ENSG00000196792	NA	chr14
NA	HECTD1	NA	ENSG00000092148	NA	chr14
MIR181A	HECTD1	NA	ENSG00000092148	NA	chr14
MIR16	HECTD1	ENSG00000198987	ENSG00000092148	chr3	chr14
MIR16	HECTD1	ENSG00000208006	ENSG00000092148	chr13	chr14
MIR17	HECTD1	ENSG00000284536	ENSG00000092148	chr13	chr14
MIR191	CTD-2213F21.2	ENSG00000207605	NA	chr3	NA
MIR19B	CTD-2213F21.2	NA	NA	NA	NA
NA	CTD-2213F21.2	NA	NA	NA	NA
MIR23B	ARHGAP5-AS1	ENSG00000207563	NA	chr9	NA
NA	ARHGAP5-AS1	NA	NA	NA	NA
MIR365A	ARHGAP5	ENSG00000199130	ENSG00000258655	chr16	chr14
MIR365A	ARHGAP5	ENSG00000199130	ENSG00000100852	chr16	chr14
MIR590	ARHGAP5	ENSG00000207741	ENSG00000258655	chr7	chr14
MIR590	ARHGAP5	ENSG00000207741	ENSG00000100852	chr7	chr14
MIR99B	ARHGAP5	ENSG00000207550	ENSG00000258655	chr19	chr14
MIR99B	ARHGAP5	ENSG00000207550	ENSG00000100852	chr19	chr14
MIR25	ARHGAP5	ENSG00000207547	ENSG00000258655	chr7	chr14
MIR25	ARHGAP5	ENSG00000207547	ENSG00000100852	chr7	chr14
NA	ARHGAP5	NA	ENSG00000258655	NA	chr14
NA	ARHGAP5	NA	ENSG00000100852	NA	chr14
MIR423	ARHGAP5	ENSG00000283935	ENSG00000258655	chr17	chr14
MIR423	ARHGAP5	ENSG00000283935	ENSG00000100852	chr17	chr14
MIR17	ARHGAP5	ENSG00000284536	ENSG00000258655	chr13	chr14
MIR17	ARHGAP5	ENSG00000284536	ENSG00000100852	chr13	chr14
MIR19A	ARHGAP5	ENSG00000284204	ENSG00000258655	chr13	chr14
MIR19A	ARHGAP5	ENSG00000284204	ENSG00000100852	chr13	chr14
MIR106B	ARHGAP5	ENSG00000208036	ENSG00000258655	chr7	chr14
